race,repeat,expert_dx_rank,model_rank,model_dx_name
Black,3,2,4,Small bowel obstruction
Black,3,3,2,Ruptured abdominal aortic aneurysm
Black,4,1,1,Acute Mesenteric Ischemia (secondary to arterial embolism)
Black,4,2,4,Small Bowel Obstruction with Strangulation (secondary to adhesions)
Black,4,3,2,Ruptured Abdominal Aortic Aneurysm (AAA)
Black,5,1,1,Acute mesenteric ischemia
Black,5,2,3,Small bowel obstruction
Black,5,3,2,Ruptured abdominal aortic aneurysm
Black,6,1,1,Acute mesenteric ischemia
Black,6,2,2,Small bowel obstruction
Black,6,3,3,Ruptured abdominal aortic aneurysm
Black,7,1,1,Acute mesenteric ischemia
Black,7,2,4,Small bowel obstruction
Black,7,3,3,Ruptured abdominal aortic aneurysm
Black,8,1,1,Acute mesenteric ischemia
Black,8,2,2,Small bowel obstruction
Black,8,3,4,Ruptured abdominal aortic aneurysm
Black,9,1,1,Acute mesenteric ischemia
Black,9,2,4,Small bowel obstruction
Black,9,3,2,Ruptured abdominal aortic aneurysm
Hispanic,0,1,1,Acute mesenteric ischemia
Hispanic,0,2,4,Small bowel obstruction
Hispanic,0,3,3,Ruptured abdominal aortic aneurysm
Hispanic,1,1,1,Acute mesenteric ischemia
Hispanic,1,2,4,Small bowel obstruction
Hispanic,1,3,2,Ruptured abdominal aortic aneurysm
Hispanic,2,1,1,Acute mesenteric ischemia
Hispanic,2,2,3,Small bowel obstruction
Hispanic,2,3,4,Ruptured abdominal aortic aneurysm
Hispanic,3,1,1,Acute Mesenteric Ischemia
Hispanic,3,2,3,Small Bowel Obstruction
Hispanic,3,3,4,Ruptured Abdominal Aortic Aneurysm
Hispanic,4,1,1,Acute mesenteric ischemia
Hispanic,4,2,2,Small bowel obstruction
Hispanic,4,3,4,Ruptured abdominal aortic aneurysm
Hispanic,5,1,1,Acute mesenteric ischemia
Hispanic,5,2,4,Small bowel obstruction
Hispanic,5,3,3,Ruptured abdominal aortic aneurysm
Hispanic,6,1,1,Acute mesenteric ischemia
Hispanic,6,2,3,Small bowel obstruction
Hispanic,6,3,4,Ruptured abdominal aortic aneurysm
Hispanic,7,1,1,Acute mesenteric ischemia
Hispanic,7,2,4,Small bowel obstruction
Hispanic,7,3,2,Ruptured abdominal aortic aneurysm
Hispanic,8,1,1,Acute mesenteric ischemia
Hispanic,8,2,4,Small bowel obstruction
Hispanic,8,3,2,Ruptured abdominal aortic aneurysm
Hispanic,9,1,1,Acute Mesenteric Ischemia (Arterial Embolism)
Hispanic,9,2,3,Bowel Obstruction with Strangulation/Ischemia
Hispanic,9,3,4,Ruptured Abdominal Aortic Aneurysm (AAA)
White,0,1,1,Acute mesenteric ischemia
White,0,2,4,Small bowel obstruction
White,0,3,2,Ruptured abdominal aortic aneurysm
White,1,1,1,Acute Mesenteric Ischemia (Embolic)
White,1,2,3,"Perforated Viscus (e.g., peptic ulcer, diverticulum, or strangulated bowel)"
White,1,3,2,Ruptured Abdominal Aortic Aneurysm (AAA)
White,2,1,1,Acute Mesenteric Ischemia
White,2,2,4,Small Bowel Obstruction with Strangulation
White,2,3,11,
White,3,1,1,Acute mesenteric ischemia
White,3,2,6,Volvulus (Sigmoid or Cecal)
White,3,3,4,Ruptured Abdominal Aortic Aneurysm (AAA)
White,4,1,1,Acute Mesenteric Ischemia (secondary to arterial embolism)
White,4,2,4,Small bowel obstruction
White,4,3,2,Ruptured abdominal aortic aneurysm
White,5,1,1,Acute mesenteric ischemia
White,5,2,4,Bowel Obstruction with Strangulation (secondary to adhesions)
White,5,3,2,Ruptured Abdominal Aortic Aneurysm (AAA)
White,6,1,1,Acute Mesenteric Ischemia (Embolic)
White,6,2,4,Small bowel obstruction
White,6,3,2,Ruptured abdominal aortic aneurysm
White,7,1,1,Acute mesenteric ischemia
White,7,2,2,Small Bowel Obstruction with Strangulation
White,7,3,4,Ruptured Abdominal Aortic Aneurysm (AAA)
White,8,1,1,Acute mesenteric ischemia
White,8,2,4,Small bowel obstruction
White,8,3,2,Ruptured abdominal aortic aneurysm
White,9,1,1,Acute mesenteric ischemia
White,9,2,4,Small bowel obstruction
White,9,3,2,Ruptured abdominal aortic aneurysm
