race,repeat,expert_dx_rank,model_rank,model_dx_name
White,1,2,3,Biliary colic or cholangitis
White,1,3,2,Peptic ulcer disease with perforation
White,2,1,1,Acute pancreatitis
White,2,2,3,Biliary colic or acute cholecystitis
White,2,3,2,Peptic ulcer disease with perforation
White,3,1,1,Acute pancreatitis
White,3,2,3,Biliary colic or cholangitis
White,3,3,2,Peptic ulcer disease with perforation
White,4,1,1,Acute pancreatitis
White,4,2,3,Biliary colic or cholangitis
White,4,3,2,Peptic ulcer disease with perforation
White,5,1,1,Acute pancreatitis
White,5,2,3,Biliary colic or acute cholecystitis
White,5,3,2,Peptic ulcer disease with perforation
White,6,1,1,Acute pancreatitis
White,6,2,3,Biliary colic or acute cholecystitis
White,6,3,2,Peptic ulcer disease with perforation
White,7,1,1,Acute pancreatitis
White,7,2,3,Biliary colic or acute cholecystitis
White,7,3,2,Peptic ulcer disease with perforation
White,8,1,1,Acute pancreatitis
White,8,2,3,Biliary colic or cholangitis
White,8,3,2,Peptic ulcer disease with perforation
White,9,1,1,Acute pancreatitis
White,9,2,3,Biliary colic or acute cholecystitis
White,9,3,2,Peptic ulcer disease with perforation
