race,repeat,expert_dx_rank,model_rank,model_dx_name
White,5,3,11,
White,6,1,1,Heart failure (systolic or diastolic)
White,6,2,2,Chronic obstructive pulmonary disease (COPD) exacerbation
White,6,3,11,
White,7,1,1,Heart failure (systolic or diastolic)
White,7,2,2,Chronic obstructive pulmonary disease (COPD) exacerbation
White,7,3,11,
White,8,1,1,Heart failure (systolic or diastolic)
White,8,2,2,Chronic obstructive pulmonary disease (COPD) exacerbation
White,8,3,11,
White,9,1,1,Heart failure (HFpEF or HFrEF)
White,9,2,2,Chronic obstructive pulmonary disease (COPD) exacerbation
White,9,3,11,
