model,case,race1,race2,U_stat,p_value,mean1,mean2
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_3,Black,White,435.0,0.8228278444505178,2.1333333333333333,2.2333333333333334
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_3,Hispanic,White,445.0,0.94453311763785,2.2,2.2333333333333334
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_4,Asian,Black,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_4,Asian,Hispanic,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_4,Asian,White,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_4,Black,Hispanic,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_4,Black,White,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_4,Hispanic,White,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_5,Asian,Black,488.5,0.5621187010437343,2.966666666666667,2.7
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_5,Asian,Hispanic,412.0,0.5675781914042677,2.966666666666667,3.4
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_5,Asian,White,423.0,0.6870346882029463,2.966666666666667,3.466666666666667
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_5,Black,Hispanic,373.5,0.2479533976108503,2.7,3.4
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_5,Black,White,386.0,0.3343385942106811,2.7,3.466666666666667
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_5,Hispanic,White,459.0,0.8966104926825086,3.4,3.466666666666667
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_6,Asian,Black,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_6,Asian,Hispanic,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_6,Asian,White,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_6,Black,Hispanic,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_6,Black,White,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_6,Hispanic,White,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_7,Asian,Black,450.0,1.0,2.1333333333333333,2.1333333333333333
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_7,Asian,Hispanic,425.0,0.7058648756577668,2.1333333333333333,2.3
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_7,Asian,White,460.0,0.8828571177233401,2.1333333333333333,2.066666666666667
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_7,Black,Hispanic,425.0,0.7063711374605322,2.1333333333333333,2.3
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_7,Black,White,460.0,0.8831052819138007,2.1333333333333333,2.066666666666667
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_7,Hispanic,White,485.0,0.5948759343236513,2.3,2.066666666666667
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_8,Asian,Black,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_8,Asian,Hispanic,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_8,Asian,White,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_8,Black,Hispanic,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_8,Black,White,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_8,Hispanic,White,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_9,Asian,Black,344.5,0.1098504812155425,2.533333333333333,3.433333333333333
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_9,Asian,Hispanic,387.5,0.3450586249200001,2.533333333333333,3.1333333333333333
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_9,Asian,White,496.5,0.4806988187065082,2.533333333333333,2.2333333333333334
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_9,Black,Hispanic,499.0,0.4624500604876239,3.433333333333333,3.1333333333333333
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_9,Black,White,592.0,0.0318769227111142,3.433333333333333,2.2333333333333334
EXPERIMENT_Ⅱ/FLOWISE(ADJUSTED),case_9,Hispanic,White,550.5,0.1297609051331366,3.1333333333333333,2.2333333333333334
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_10,Asian,Black,427.5,0.7369555911149768,3.6,3.633333333333333
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_10,Asian,Hispanic,465.0,0.8222386915904714,3.6,3.333333333333333
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_10,Asian,White,438.5,0.865821567544492,3.6,3.7
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_10,Black,Hispanic,495.0,0.4945805355095657,3.633333333333333,3.333333333333333
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_10,Black,White,457.5,0.9150273053127792,3.633333333333333,3.7
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_10,Hispanic,White,420.0,0.6485619980825985,3.333333333333333,3.7
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_1,Asian,Black,515.0,0.3101276196737726,6.7,5.333333333333333
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_1,Asian,Hispanic,512.5,0.3297115670950524,6.7,5.4
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_1,Asian,White,504.0,0.4011816136734204,6.7,5.633333333333334
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_1,Black,Hispanic,445.0,0.9439172401408552,5.333333333333333,5.4
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_1,Black,White,425.0,0.7042012762335346,5.333333333333333,5.633333333333334
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_1,Hispanic,White,430.5,0.768757433205342,5.4,5.633333333333334
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_2,Asian,Black,483.5,0.6142275857648054,4.033333333333333,3.7666666666666666
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_2,Asian,Hispanic,523.5,0.6912740878541209,4.033333333333333,4.0606060606060606
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_2,Asian,White,490.0,0.5465208785790656,4.033333333333333,4.166666666666667
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_2,Black,Hispanic,490.5,0.954767022365854,3.7666666666666666,4.0606060606060606
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_2,Black,White,460.0,0.8844920207570406,3.7666666666666666,4.166666666666667
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_2,Hispanic,White,506.5,0.8760611302200585,4.0606060606060606,4.166666666666667
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_3,Asian,Black,450.0,1.0,3.333333333333333,3.333333333333333
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_3,Asian,Hispanic,450.0,1.0,3.333333333333333,3.333333333333333
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_3,Asian,White,450.0,1.0,3.333333333333333,3.333333333333333
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_3,Black,Hispanic,450.0,1.0,3.333333333333333,3.333333333333333
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_3,Black,White,450.0,1.0,3.333333333333333,3.333333333333333
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_3,Hispanic,White,450.0,1.0,3.333333333333333,3.333333333333333
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_4,Asian,Black,360.0,0.1695360231699718,2.466666666666667,3.1
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_4,Asian,Hispanic,436.5,0.8412408084345072,2.466666666666667,2.566666666666667
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_4,Asian,White,469.5,0.7682050164664059,2.466666666666667,2.3666666666666667
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_4,Black,Hispanic,514.0,0.3309122444932894,3.1,2.566666666666667
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_4,Black,White,562.0,0.0863046788515511,3.1,2.3666666666666667
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_4,Hispanic,White,480.0,0.6485719427991925,2.566666666666667,2.3666666666666667
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_5,Asian,Black,450.0,1.0,4.666666666666667,4.666666666666667
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_5,Asian,Hispanic,450.0,1.0,4.666666666666667,4.666666666666667
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_5,Asian,White,450.0,1.0,4.666666666666667,4.666666666666667
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_5,Black,Hispanic,450.0,1.0,4.666666666666667,4.666666666666667
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_5,Black,White,450.0,1.0,4.666666666666667,4.666666666666667
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_5,Hispanic,White,450.0,1.0,4.666666666666667,4.666666666666667
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_6,Asian,Black,444.0,0.9327127624749912,4.6,4.8
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_6,Asian,Hispanic,415.0,0.5950982559181659,4.6,5.333333333333333
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_6,Asian,White,425.0,0.70687479653165,4.6,5.1
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_6,Black,Hispanic,420.0,0.6455502015015407,4.8,5.333333333333333
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_6,Black,White,430.0,0.7623077059792749,4.8,5.1
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_6,Hispanic,White,460.0,0.8822838976507733,5.333333333333333,5.1
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_7,Asian,Black,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_7,Asian,Hispanic,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_7,Asian,White,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_7,Black,Hispanic,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_7,Black,White,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_7,Hispanic,White,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_8,Asian,Black,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_8,Asian,Hispanic,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_8,Asian,White,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_8,Black,Hispanic,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_8,Black,White,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_8,Hispanic,White,450.0,1.0,2.0,2.0
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_9,Asian,Black,492.0,0.5203377822684392,6.4,5.8
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_9,Asian,Hispanic,418.5,0.6234031787619895,6.4,6.966666666666667
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_9,Asian,White,420.5,0.6438898579577951,6.4,6.933333333333334
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_9,Black,Hispanic,372.0,0.2301754061366451,5.8,6.966666666666667
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_9,Black,White,376.5,0.2560826163213155,5.8,6.933333333333334
EXPERIMENT_Ⅱ/DEEPSEEK(ADJUSTED),case_9,Hispanic,White,450.0,1.0,6.966666666666667,6.933333333333334
