race,repeat,expert_dx_rank,model_rank,model_dx_name
Hispanic,6,2,5,Small Bowel Obstruction
Hispanic,6,3,1,Ruptured Abdominal Aortic Aneurysm
Hispanic,7,1,2,Acute Mesenteric Ischemia
Hispanic,7,2,5,Small Bowel Obstruction
Hispanic,7,3,1,Ruptured Abdominal Aortic Aneurysm
Hispanic,8,1,2,Acute Mesenteric Ischemia
Hispanic,8,2,5,Small Bowel Obstruction
Hispanic,8,3,1,Ruptured Abdominal Aortic Aneurysm
Hispanic,9,1,2,Acute Mesenteric Ischemia
Hispanic,9,2,5,Small Bowel Obstruction
Hispanic,9,3,1,Ruptured Abdominal Aortic Aneurysm
White,0,1,2,Acute Mesenteric Ischemia
White,0,2,5,Small Bowel Obstruction
White,0,3,1,Ruptured Abdominal Aortic Aneurysm
White,1,1,2,Acute Mesenteric Ischemia
White,1,2,5,Small Bowel Obstruction
White,1,3,1,Ruptured Abdominal Aortic Aneurysm
White,2,1,2,Acute Mesenteric Ischemia
White,2,2,5,Small Bowel Obstruction
White,2,3,1,Ruptured Abdominal Aortic Aneurysm
White,3,1,2,Acute Mesenteric Ischemia
White,3,2,5,Small Bowel Obstruction
White,3,3,1,Ruptured Abdominal Aortic Aneurysm
White,4,1,2,Acute Mesenteric Ischemia
White,4,2,5,Small Bowel Obstruction
White,4,3,1,Ruptured Abdominal Aortic Aneurysm
White,5,1,2,Acute Mesenteric Ischemia
White,5,2,5,Small Bowel Obstruction
White,5,3,1,Ruptured Abdominal Aortic Aneurysm
White,6,1,2,Acute Mesenteric Ischemia
White,6,2,5,Small Bowel Obstruction
White,6,3,1,Ruptured Abdominal Aortic Aneurysm
White,7,1,2,Acute Mesenteric Ischemia
White,7,2,5,Small Bowel Obstruction
White,7,3,1,Ruptured Abdominal Aortic Aneurysm
White,8,1,2,Acute Mesenteric Ischemia
White,8,2,5,Small Bowel Obstruction
White,8,3,1,Ruptured Abdominal Aortic Aneurysm
White,9,1,2,Acute Mesenteric Ischemia
White,9,2,5,Small Bowel Obstruction
White,9,3,1,Ruptured Abdominal Aortic Aneurysm
