race,repeat,expert_dx_rank,model_rank,model_dx_name
White,4,3,7,Acute decompensated heart failure
White,5,1,2,Acute exacerbation of COPD
White,5,2,1,Community acquired pneumonia
White,5,3,7,Acute decompensated heart failure
White,6,1,2,Acute exacerbation of COPD
White,6,2,1,Community acquired pneumonia
White,6,3,7,Acute decompensated heart failure
White,7,1,2,Acute exacerbation of COPD
White,7,2,1,Community acquired pneumonia
White,7,3,7,Acute decompensated heart failure
White,8,1,2,Acute exacerbation of COPD
White,8,2,1,Community acquired pneumonia
White,8,3,7,Acute decompensated heart failure
White,9,1,2,Acute exacerbation of COPD
White,9,2,1,Community acquired pneumonia
White,9,3,7,Acute decompensated heart failure
