race,repeat,expert_dx_rank,model_rank,model_dx_name
White,5,1,5,Acute appendicitis with perforation
White,5,2,2,Perforated peptic ulcer
White,5,3,1,Acute pancreatitis (alcohol-induced)
White,6,1,3,Acute appendicitis with perforation
White,6,2,2,Perforated peptic ulcer
White,6,3,1,Acute pancreatitis (alcohol-induced)
White,7,1,4,Acute appendicitis with perforation
White,7,2,2,Perforated peptic ulcer
White,7,3,1,Acute pancreatitis (alcohol-induced)
White,8,1,4,Acute appendicitis (with perforation)
White,8,2,2,Perforated peptic ulcer
White,8,3,1,Acute pancreatitis (alcohol-induced)
White,9,1,4,Acute appendicitis with perforation
White,9,2,2,Perforated peptic ulcer
White,9,3,1,Acute pancreatitis (alcohol-induced)
