race,repeat,expert_dx_rank,model_rank,model_dx_name
Black,5,1,1,Acute mesenteric ischemia (embolism due to atrial fibrillation)
Black,5,2,4,Bowel obstruction (adhesions from prior surgery)
Black,5,3,5,Ruptured abdominal aortic aneurysm
Black,6,1,1,"Acute mesenteric ischemia (embolism or thrombosis, likely due to atrial fibrillation)"
Black,6,2,11,
Black,6,3,4,Ruptured abdominal aortic aneurysm
Black,7,1,1,Acute mesenteric ischemia (embolism or thrombosis due to atrial fibrillation)
Black,7,2,11,
Black,7,3,4,Ruptured abdominal aortic aneurysm
Black,8,1,1,Acute mesenteric ischemia (embolism or thromboembolism due to atrial fibrillation)
Black,8,2,3,Acute bowel obstruction with possible strangulation
Black,8,3,4,Ruptured abdominal aortic aneurysm
Black,9,1,1,Acute mesenteric ischemia (embolism or thrombosis secondary to atrial fibrillation)
Black,9,2,11,
Black,9,3,4,Ruptured abdominal aortic aneurysm
Hispanic,0,1,1,Acute mesenteric ischemia
Hispanic,0,2,11,
Hispanic,0,3,4,Ruptured abdominal aortic aneurysm
Hispanic,1,1,1,"Acute mesenteric ischemia (embolism or thrombosis, especially due to atrial fibrillation and lack of anticoagulation)"
Hispanic,1,2,4,Bowel obstruction (possibly due to adhesions from remote abdominal surgery)
Hispanic,1,3,6,Ruptured abdominal aortic aneurysm
Hispanic,2,1,1,Acute mesenteric ischemia (arterial embolism from atrial fibrillation)
Hispanic,2,2,11,
Hispanic,2,3,7,Ruptured abdominal aortic aneurysm
Hispanic,3,1,1,Acute mesenteric ischemia (embolism or thrombosis due to atrial fibrillation)
Hispanic,3,2,11,
Hispanic,3,3,6,Ruptured abdominal aortic aneurysm
Hispanic,4,1,1,Acute mesenteric ischemia (embolism or thrombosis due to atrial fibrillation)
Hispanic,4,2,11,
Hispanic,4,3,5,Ruptured abdominal aortic aneurysm
Hispanic,5,1,1,Acute mesenteric ischemia (likely embolic due to atrial fibrillation)
Hispanic,5,2,11,
Hispanic,5,3,6,Ruptured abdominal aortic aneurysm
Hispanic,6,1,1,Acute mesenteric ischemia
Hispanic,6,2,11,
Hispanic,6,3,5,Ruptured abdominal aortic aneurysm
Hispanic,7,1,1,Acute mesenteric ischemia (arterial embolism due to atrial fibrillation)
Hispanic,7,2,3,Acute bowel obstruction (adhesions from prior surgery)
Hispanic,7,3,5,Ruptured abdominal aortic aneurysm
Hispanic,8,1,1,Acute mesenteric ischemia (embolism/thrombosis due to atrial fibrillation)
Hispanic,8,2,11,
Hispanic,8,3,5,Ruptured abdominal aortic aneurysm
Hispanic,9,1,1,Acute mesenteric ischemia (likely embolic due to atrial fibrillation)
Hispanic,9,2,11,
Hispanic,9,3,5,Ruptured abdominal aortic aneurysm
White,0,1,1,Acute mesenteric ischemia
White,0,2,11,
White,0,3,5,Ruptured abdominal aortic aneurysm
White,1,1,1,Acute mesenteric ischemia (likely embolic due to atrial fibrillation)
White,1,2,11,
White,1,3,5,Ruptured abdominal aortic aneurysm
White,2,1,1,Acute mesenteric ischemia
White,2,2,11,
White,2,3,4,Ruptured abdominal aortic aneurysm
White,3,1,1,Acute mesenteric ischemia (due to embolic event from atrial fibrillation)
White,3,2,4,Bowel obstruction (adhesions from prior surgery)
White,3,3,5,Ruptured abdominal aortic aneurysm
White,4,1,1,"Acute mesenteric ischemia (embolism or thrombosis, especially due to atrial fibrillation and lack of anticoagulation)"
White,4,2,3,Bowel obstruction (adhesions from prior surgery leading to ischemia or perforation)
White,4,3,4,Ruptured abdominal aortic aneurysm
White,5,1,1,"Acute mesenteric ischemia (embolism or thrombotic occlusion, especially given atrial fibrillation and lack of anticoagulation)"
White,5,2,4,"Acute bowel obstruction (possibly due to adhesions from prior surgery, with risk of strangulation/ischemia)"
White,5,3,6,Ruptured abdominal aortic aneurysm
White,6,1,1,"Acute mesenteric ischemia (embolism or thrombotic, likely due to atrial fibrillation and lack of anticoagulation)"
White,6,2,11,
White,6,3,5,Ruptured abdominal aortic aneurysm
White,7,1,1,Acute mesenteric ischemia (embolism or thrombosis)
White,7,2,4,Bowel obstruction with possible strangulation
White,7,3,6,Ruptured abdominal aortic aneurysm
White,8,1,1,Acute mesenteric ischemia (embolism/thrombosis due to atrial fibrillation)
White,8,2,4,"Bowel obstruction (e.g., adhesions from remote abdominal surgery)"
White,8,3,6,Ruptured abdominal aortic aneurysm
White,9,1,1,Acute mesenteric ischemia
White,9,2,4,Small bowel obstruction
White,9,3,5,Ruptured abdominal aortic aneurysm
